Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
08/12/2022 07:40,07/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",531325564,08/12/2022 11:30,
08/12/2022 00:00,08/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",83603282,09/12/2022 16:01,A
08/12/2022 00:00,08/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2620209482,13/12/2022 16:01,A
08/12/2022 00:00,08/12/2022,"NTS Energy Offtaken, Powerstations Total",940343988,09/12/2022 14:01,A
08/12/2022 00:00,08/12/2022,"NTS Energy Offtaken, Storage Injection Total",7000000,09/12/2022 12:01,L
07/12/2022 05:16,06/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",746438328,07/12/2022 11:30,
07/12/2022 00:00,07/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",79753816,09/12/2022 12:01,A
07/12/2022 00:00,07/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2439529945,09/12/2022 16:01,A
07/12/2022 00:00,07/12/2022,"NTS Energy Offtaken, Powerstations Total",859145491,08/12/2022 12:01,L
07/12/2022 00:00,07/12/2022,"NTS Energy Offtaken, Storage Injection Total",5570970,08/12/2022 12:01,L
06/12/2022 05:16,05/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",802819875,06/12/2022 11:30,
06/12/2022 00:00,06/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",79951270,09/12/2022 12:01,A
06/12/2022 00:00,06/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2218316064,09/12/2022 16:01,A
06/12/2022 00:00,06/12/2022,"NTS Energy Offtaken, Powerstations Total",811679818,07/12/2022 14:01,A
06/12/2022 00:00,06/12/2022,"NTS Energy Offtaken, Storage Injection Total",62579332,07/12/2022 12:01,L
05/12/2022 05:16,04/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",790573349,05/12/2022 11:30,
05/12/2022 00:00,05/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",73280864,06/12/2022 12:01,L
05/12/2022 00:00,05/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2109157278,09/12/2022 16:01,A
05/12/2022 00:00,05/12/2022,"NTS Energy Offtaken, Powerstations Total",815954848,06/12/2022 12:01,A
05/12/2022 00:00,05/12/2022,"NTS Energy Offtaken, Storage Injection Total",14078898,06/12/2022 12:01,L
04/12/2022 05:16,03/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",789294402,04/12/2022 11:30,
04/12/2022 00:00,04/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",57824290,05/12/2022 14:01,A
04/12/2022 00:00,04/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2017229084,09/12/2022 14:01,A
04/12/2022 00:00,04/12/2022,"NTS Energy Offtaken, Powerstations Total",477744237,05/12/2022 12:01,A
04/12/2022 00:00,04/12/2022,"NTS Energy Offtaken, Storage Injection Total",182050708,05/12/2022 12:01,L
03/12/2022 05:16,02/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",774227906,03/12/2022 11:30,
03/12/2022 00:00,03/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",57807851,05/12/2022 14:01,A
03/12/2022 00:00,03/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",1920613022,07/12/2022 16:01,A
03/12/2022 00:00,03/12/2022,"NTS Energy Offtaken, Powerstations Total",539205951,05/12/2022 16:01,A
03/12/2022 00:00,03/12/2022,"NTS Energy Offtaken, Storage Injection Total",191534882,04/12/2022 12:01,L
02/12/2022 05:16,01/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",741052311,02/12/2022 11:30,
02/12/2022 00:00,02/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",72637047,05/12/2022 14:01,A
02/12/2022 00:00,02/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",1991159863,07/12/2022 16:01,A
02/12/2022 00:00,02/12/2022,"NTS Energy Offtaken, Powerstations Total",712704683,03/12/2022 12:01,A
02/12/2022 00:00,02/12/2022,"NTS Energy Offtaken, Storage Injection Total",42880965,03/12/2022 12:01,L
